label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09	col_10	col_11
2	-1241 m^3	0.2354	Robotics Engineering	Applied Mathematics	n/a	-915	-0.7545	1.2573	-725	DOG	1.4297	661
2	-623 m^3	1.613	Computer Science	Natural Language Processing	0.4327	1871	-0.4763	0.4324	1001	dog	-0.679	1281
4	-621 m^3	1.6905	Computer Game Design	Computer Engineering	1.4939	-405	-0.7727	-0.438	1551	ferret, fish, reptile	0.683	214
1	1449 m^3	0.0182	Natural Language Processing	Computer Engineering	0.0654	-2003	1.233	1.5401	287	pig	2.5201	1404
3	1399 m^3	0.5095	Applied Mathematics	Data Science	0.513	3173	1.5673	0.7632	965	chicken	0.2879	867
4	-41 m^3	0.3871	Computer Science	Robotics Engineering	1.0124	26	-0.6144	-0.5474	77	ferret, reptile	0.0328	1027
1	648 m^3	0.0534	Technology and Information Management	Games and Playable Media, Technology and Information Management	-0.1228	-1477	0.6697	1.6705	-80	pig	1.1432	1352
4	311 m^3	0.7172	Bioengineering	Computer Game Design, Robotics Engineering, Biotechnology	1.7894	1935	0.6637	0.9874	739	fish, reptile, bird	1.6376	836
2	1837 m^3	0.5147	Computer Science	Applied Mathematics	1.378	2453	-0.4608	-0.0792	255	rat	-1.2273	1436
1	457 m^3	0.254	Computer Engineering	Games and Playable Media, Technology and Information Management	0.0467	267	2.5589	-0.6311	43	pig	2.0756	-440
1	-88 m^3	0.7064	Natural Language Processing	Technology and Information Management	0.4286	-764	-0.3029	0.4991	170	pig	0.7568	n/a
1	-505 m^3	0.0598	Electrical Engineering	GAMES AND PLAYABLE MEDIA, COMPUTER SCIENCE	0.204	1325	0.8381	0.6406	2345	pig	0.4642	895
0	1063 m^3	-0.3311	Games and Playable Media	Electrical Engineering	-0.5931	-2005	-0.0424	1.6108	241	hamster	0.3756	-746
4	-567 m^3	0.5727	bIOINFORMATICS	Robotics Engineering	0.9672	2036	0.5924	1.5069	1127	bird	NULL	1537
4	37 m^3	0.1979	Computer Science	Computer Game Design	1.3158	323	0.077	0.2324	3033	fish, reptile, bird	2.0615	866
0	967 m^3		Games and Playable Media	Bioengineering, Bioinformatics	0.1281	1314	-0.4892	1.418	-363	rabbit	-0.0083	-1605
4	815 m^3	0.8326	Computer Game Design	bIOTECHNOLOGY	1.7498	-418	0.1526	1.099	793	bird	1.105	550
0	-1798 m^3	0.4171	Statistics	None		1029	-0.015	-0.5046	444	hamster, guinea pig	-0.6116	258
0	1689 m^3	0.0718	Statistics	Bioengineering, Computational Media	-1.1428	1892	0.7861	0.0907	-127	hamster, guinea pig	0.1818	765
4	3 m^3	-0.6017	Bioinformatics	Computer Engineering, Computer Game Design	-0.5843	391	-0.0572	1.3691	746	fish, bird, ferret	-0.8391	1223
3	1168 m^3	0.4942	Robotics Engineering	Computational Media	-0.6106	-179	0.2025	1.2716	337	cat	0.5099	1023
0	446 m^3	-0.4207	Statistics	Electrical Engineering, Bioengineering, Computational Media	0.3973	1118	0.762	1.5545	1247	hamster	1.1791	-305
1	603 m^3	0.3761	Electrical Engineering	Technology and Information Management, Games and Playable Media	0.3972	430	-0.2382	1.0593	1149	pig	0.1551	-84
4	-829 m^3	-0.649	Bioengineering	Biotechnology, Computer Engineering, Computer Game Design	0.7011	2156	0.4703	0.3647	-737	reptile, fish	-2.878	391
1	-343 m^3	0.2491	Data Science	Statistics	0.9788	993	0.333	0.0336	1385	pig	-0.2158	599
3	440 m^3	0.8993	Human Computer Interaction	Human Computer Interaction	-0.9153	252	0.6091	0.3335	1461	chicken	0.6723	2824
0	424 m^3	0.5528	Computational Media	Bioengineering, Electrical Engineering	0.228	1586	-1.0725	1.3668	389	rabbit	0.7179	550
2	835 m^3	-0.3362	Computer Science	Applied Mathematics	0.8182	-942	-0.1798	0.2083	-478	dog	1.5765	460
0	595 m^3	-0.1145	Bioengineering	Human Computer Interaction	0.6471	134	-0.4588	-1.5312	-598	rabbit	-0.4094	-307
0	900 m^3	0.8005	Computational Media	hUMAN cOMPUTER iNTERACTION	0.7274	941	0.2245	0.2512	-515	hamster	-0.5071	1065
2	1839 m^3	-0.5964	Computer Science	Applied Mathematics	0.4815	-559	0.1062	-1.8635	-479	dog	-0.2937	1444
3	-340 m^3	-0.2508	Human Computer Interaction	Human Computer Interaction	1.4246	3231	1.2018	1.145	446	chicken	2.4635	662
4	1156 m^3	0.7212	computer game design	Biotechnology	0.3463	n/a	1.8494	-0.1298	133	fish, reptile	0.0624	62
2	905 m^3	0.3308	Computer Science	Applied Mathematics	0.8399	1528	-0.0063	1.3104	2058	rabbit	0.1443	1644
2	-1321 m^3	-0.0736	Computer Science	Applied Mathematics	-0.3381	21	-0.7766	1.1205	467	dog	-0.3399	1373
4	-133 m^3	-0.6574	Computer Game Design	Computer Game Design, Computer Engineering, Robotics Engineering	0.4345	165	-0.9608	-0.565	341	fish	1.3041	970
3	1643 m^3	-0.7888	Applied Mathematics	Data Science	-0.2858	1427	1.1937	-0.1327	-488	chicken	0.9614	694
2	1131 m^3	0.4012	Computer Science	Applied Mathematics	-0.6483	1627	-0.546	0.9676	492	rat	0.5747	1519
1		-0.0021	Electrical Engineering	Technology And Information Management	-0.3504	1291	0.7875	-0.5046	1025	pig	2.5074	691
1	2589 m^3	0.5974	Computer Engineering	Computer Science, Games and Playable Media	0.8839	1320	0.0628	0.4563	1204	pig	-0.5513	1003
0	1069 m^3	-0.069	Computational Media	Bioinformatics, Electrical Engineering	-0.0312	-279	0.6152	1.4949	1320	rabbit, hamster	-0.26	-1089
0	1260 m^3	-0.0652	Games and Playable Media	Computer Game Design	-0.2879	1728	-0.0609	-0.435	-909	guinea pig, hamster	1.2778	1325
1	791 m^3	1.1486	Bioinformatics	Statistics, Technology and Information Management, Computer Science	-0.8206	975	1.8834	1.47	1220	pig	-0.3634	346
0	1171 m^3	0.3524	Games and Playable Media	Natural Language Processing	-1.1411	-844	-0.6206	1.0251	616	dog	0.1429	427
3	2665 m^3	0.689	Human Computer Interaction	Human Computer Interaction	0.7353	1704	-0.0142	-1.1108	582	chicken		1012
4	-18 m^3	0.1302	Computer Game Design	Computer Engineering	0.8943	1010	0.0866	0.6516	406	reptile, bird, fish	-1.0957	396
3	-470 m^3	-0.1756	Applied Mathematics	Human Computer Interaction	0.7245	3102	-0.027	0.6138	660	cat	-1.0736	628
1	-208 m^3	0.9963	Computer Engineering	Games and Playable Media, Computer Science, Statistics	-0.026	NULL	0.5963	-0.7356	1699	pig	-0.1081	1126
0	2009 m^3	0.2787	Computational Media	Bioinformatics	-1.05	364	-0.3613	-0.7295	663	Rabbit	0.4391	-1037
1	925 m^3	0.8732	Computer Science	Technology and Information Management	0.6068	-202	0.3323	0.8419	1733	pig	-1.1222	419
1	1868 m^3	-0.1682	Applied Mathematics	Games and Playable Media, Computer Science, Statistics	0.7426	259	0.8916	0.9567	923	pig	1.0083	-196
2	813 m^3	0.8777	Computer Science	Applied Mathematics	1.0825	-101	1.0764	-0.4077	-276	dog	1.2462	907
1	1120 m^3	0.3906	Technology and Information Management	n/a	1.3556	243	0.8221	-0.5017	1936	pig	0.6502	805
0	395 m^3	0.332	Statistics	Computational Media	0.2723	1228	-0.1432	-1.2928	-1411	guinea pig	1.4588	1334
3	600 m^3	0.6547	Robotics Engineering	Data Science	0.4401	-1256	2.1336	-0.0627	1854	chicken	0.5885	2119
2	735 m^3	0.5838	Computer Science	Applied Mathematics	0.8908	-724	-0.8733	1.2433	-653	dog	0.2653	341
3	1042 m^3	0.1631	Statistics	Human Computer Interaction	-0.379	1551	0.6388	-0.1561	917	chicken	1.535	50
1	1241 m^3	1.5632	Robotics Engineering	Computer Science	2.1498	65	0.9816	0.2138	921	PIG	0.7452	1170
4	482 m^3	0.3993	Applied Mathematics	Electrical Engineering, Bioengineering, Bioinformatics	0.16	994	0.4627	0.7044	1589	bird, ferret, reptile	0.9747	1484
3	538 m^3	0.2054	robotics engineering	Games and Playable Media, Technology and Information Management, Computer Science	-0.1036	679	1.2393	-0.3554	2105	cat	-0.2199	898
2	613 m^3	-0.4271	Computer Science	Natural Language Processing	0.3683	566	0.4034	0.9852	218	rat	-0.3815	2388
1	171 m^3	0.1087	Applied Mathematics	Statistics, Computer Science	0.5025	-1839	0.3252	1.5826	1568	pig	0.4821	1412
0	465 m^3	-0.531	Computational Media	Bioinformatics	0.0916	1323	-0.3013	1.4939	2338	guinea pig, hamster	1.0094	-436
1	-378 m^3	0.4921	Natural Language Processing	Games and Playable Media, Computer Science	-0.2275	-53	-0.912	0.0541	-488	pig	0.9021	1122
1	1234 m^3	0.3933	Data Science	Games and Playable Media	1.9075	-775	0.2387	-0.3035	1119	pig	-0.4944	?
2	1554 m^3	-0.3647	Biotechnology	Applied Mathematics	1.2227	1157	0.3426	-0.2959	-617	rat	0.636	-509
4	1587 m^3	0.4899	Bioengineering	Computer Game Design, Computer Engineering, Biotechnology	1.1302	1267	0.843	-1.1422	832	ferret, fish, reptile	-0.4221	455
3	1511 m^3	0.2877	Human Computer Interaction	Human Computer Interaction	-0.2589	782	1.9289	0.497	304	chicken	-1.0367	1156
4	747 m^3	-0.2226	Bioinformatics	Biotechnology, Robotics Engineering, Computer Engineering	0.9574	623	0.7002	0.8612	2958	reptile, fish, bird	-0.2711	831
3	62 m^3	0.6473	Human Computer Interaction	Data Science	0.1761	-312	0.3155	1.1167	1049	cat	2.124	2018
4	-271 m^3	-0.6168	Bioengineering	Biotechnology, Computer Engineering	-0.2283	2324	-1.1849	0.292	885	fish, bird, reptile	0.3351	262
3	1019 m^3	-0.3315	Human Computer Interaction	Computer Science	-0.1779	763	0.7259	0.6821	344	cat	-0.116	870
4	2243 m^3	1.5402	Bioengineering	Computer Engineering, Biotechnology, Computer Game Design	1.0456	1977	0.6783	0.7686	-1250	ferret, fish	-1.7413	429
4	1801 m^3	0.4605	bioengineering	Biotechnology, Robotics Engineering	1.0237	939	0.7466	0.845	835	fish, ferret	0.0782	2203
4	432 m^3	-0.0726	Bioengineering	Computer Game Design, Robotics Engineering	0.6516	-658	0.7868	0.4767	560	reptile, fish, bird	0.194	26
0	695 m^3	-0.502	Computational Media	Bioinformatics, Bioengineering, Electrical Engineering	1.3044	1753	0.1578	0.7126	1273	hamster	1.1537	41
3	288 m^3	?	Applied Mathematics	Data Science	0.6036	1483	0.5656	0.2038	436	chicken	-0.1592	114
1	-151 m^3	-0.0086	Computer Science	Applied Mathematics	-0.3953	-1116	1.0975	0.7512	1194	pig	1.337	384
3	461 m^3	0.3299	Robotics Engineering	Data Science	0.7003	2078	0.0197	-1.4618	1378	chicken	0.8578	1237
2	-843 m^3	0.6663	biotechnology	Natural Language Processing	-0.7315	-598	0.702	0.6027	15	rat	1.4243	835
2	64 m^3	1.5106	Computer Science	Bioengineering	-0.8446	1226	-0.1164	0.4201	-763	rat	-0.5895	1890
2	589 m^3	2.5629	computer science	Natural Language Processing	1.8883	2463	-0.2787	0.1136	1271	rat	-0.2126	-2
1	739 m^3	1.084	Biotechnology	Statistics, Technology and Information Management	0.2905	1143	1.5183	0.3421	947	pig	1.1873	1545
0	559 m^3	-0.0481	Computational Media	Bioinformatics, Bioengineering, Electrical Engineering	-0.671	1393	-0.3142	0.6276	-272	rabbit, hamster	-1.125	894
2	-810 m^3	-0.7887	Electrical Engineering	Applied Mathematics	-0.1621	183	0.9895	0.3393	-776	rat	0.6202	1631
4	835 m^3	-0.9898	Computer Game Design	Robotics Engineering, Computer Game Design, Biotechnology	1.4931	982	-0.6011	0.2226	1727	ferret	0.479	-1016
2	1789 m^3	0.7833	Computer Science	Data Science	0.6828	1422	0.16	0.5561	1033	rat	2.0438	521
0	-94 m^3	0.0168	Statistics	Bioinformatics	-0.1075	220	0.5981	-0.4441	345	rabbit	1.2349	282
1	722 m^3	0.5944	Natural Language Processing	Computer Science	1.164	-89	0.58	0.0253	2611	pig	0.992	2303
0	86 m^3	0.1229	Human Computer Interaction	Bioinformatics	-0.6734	595	-0.8364	-1.4486	-745	rabbit, hamster	0.0758	749
0	1456 m^3	0.7409	Computational Media	Computational Media, Bioengineering	?	796	-1.5285	-1.0522	-647	hamster, rabbit	1.6713	527
1	-433 m^3	1.0988	Data Science	Computer Science, Statistics, Technology and Information Management	0.6342	1214	1.2893	0.4132	683	pig	-0.3335	501
3	1987 m^3	-0.1502	Robotics Engineering	Data Science	-0.5178	-271	0.6572	-0.8821	943	chicken	-0.1736	800
3	2518 m^3	0.4566	Human Computer Interaction	Data Science	-0.1493	789	1.5258	0.5264	1216	chicken	1.2854	36
2	1451 m^3	0.0157	Computer Science	Natural Language Processing	0.2144	-175	0.3577	1.8444	691	rat	-0.1193	1170
2	-941 m^3	0.1582	Computer Science	Applied Mathematics	1.1114	-284	1.6822	0.551	1499	dog	0.8256	2517
1	1100 m^3	0.652	Natural Language Processing	Statistics, Computer Science	-0.5127	-157	0.5195	0.5637	1939	pig	1.6066	2018
0	584 m^3	0.4646	Games and Playable Media	Bioinformatics	0.7149	1055	-0.7559	2.2685	1686	hamster	-0.085	-1475
4	-315 m^3	0.2931	Bioengineering	Computer Game Design	-0.3454	328	-0.5002	0.536	666	bird, reptile	-1.2494	1167
4	-100 m^3	-0.0387	Bioinformatics	Computer Engineering, Robotics Engineering	1.9486	2133	0.1782	0.872	-61	dog	1.1461	55
0	256 m^3	-0.1596	Statistics	Applied Mathematics	0.0088	-518	0.9391	0.5275	109	hamster, guinea pig	1.5975	1477
2	2934 m^3	1.2105	cOMPUTER sCIENCE	Applied Mathematics	0.68	-210	0.8311	0.7321	151	pig	0.8104	300
0	1291 m^3	1.8688	Statistics	Applied Mathematics	0.4111	2143	0.3059	0.3243	120	hamster	1.0942	-1411
1	1488 m^3	1.1897	Biotechnology	Computer Science, Games and Playable Media, Technology and Information Management	1.0645	-152	-0.009	-0.3138	2035	pig	-0.795	1231
4	800 m^3	0.5555	Bioinformatics	Robotics Engineering, Computer Game Design	1.2184	967	0.7657	-0.1701	1734	bird, reptile	0.0386	1134
4	-40 m^3	0.3939	Computer Game Design	Robotics Engineering, Computer Game Design, Computer Engineering	1.4463	1676	-0.2595	0.8892	1669	chicken	0.3628	1635
4	224 m^3	0.3279	Bioengineering	Biotechnology, Computer Game Design	0.8595	88	0.8808	0.7228	150	reptile	0.6	1677
2	-491 m^3	1.088	Computer Science	Applied Mathematics	1.1684	?	0.1848	1.1097	834	dog	0.82	2350
4	1775 m^3	0.4432	Computer Game Design	Biotechnology	0.2943	935	0.3601	1.759	555	bird, reptile	0.9328	1355
0	245 m^3	-0.8547	Games and Playable Media	Bioinformatics, Electrical Engineering, Computational Media	-1.0399	771	-0.7356	1.8451	54	hamster, guinea pig	0.7053	953
2	2157 m^3	-0.1461	Computer Science	Natural Language Processing	-0.5753	2023	0.1921	0.321	-1039	dog	1.2214	610
3	711 m^3	0.0057	Human Computer Interaction	Data Science	1.7621	1573	1.1189	-0.4564	682	rat	1.5327	1709
2	489 m^3	1.1604	Computer Science	Natural Language Processing	0.8925	611	-0.2385	0.3245	251	dog	1.6237	282
0	-406 m^3	-0.3014	Statistics	Applied Mathematics	0.058	2564	1.0172	2.8953	-102	guinea pig, rabbit	-0.481	1987
0	2906 m^3	-0.171	Computational Media	Electrical Engineering	0.402	428	-0.3308	0.5317	-132	rabbit	-1.08	314
1	2287 m^3	0.4542	Biotechnology	Statistics, Computer Science	0.3373	-1902	0.5322	1.337	1343	pig	0.3448	1971
2	n/a	-0.4309	Computer Science	Technology and Information Management, Statistics	0.4757	816	-1.6151	0.9665	569	rat	0.1282	2006
1	794 m^3	0.4781	Electrical Engineering	Technology and Information Management	0.3445	-249	1.0264	-0.4007	1504	pig	0.6182	1065
1	1857 m^3	1.3428	Natural Language Processing	Technology and Information Management	0.2995	-1944	0.9667	-0.0746	-998	pig	1.1938	902
2	787 m^3	0.3376	Computer Science	Applied Mathematics	-0.0514	1225	0.6365	-0.5545	2034	dog	-1.5429	1644
0	821 m^3	0.7339	Computational Media	Bioengineering, Electrical Engineering, Bioinformatics	0.7327	690	-0.1901	0.6582	269	pig	0.7849	971
2	1195 m^3	0.5452	Computer Science	Natural Language Processing	-0.434	-778	0.8755	0.6585	2013	rat	-0.456	1590
2	1639 m^3	0.2493	Computer Science	Natural Language Processing	-0.6013	1777	0.9186	1.5301	266	rat	0.6045	532
4	605 m^3	0.6829	Bioinformatics	Computer Engineering, Computer Game Design, Biotechnology	0.1702	650	-0.1251	-0.6615	-401	reptile	-0.3881	1403
3	-66 m^3	0.0425	Robotics Engineering	Human Computer Interaction	1.0106	1651	0.6861	-0.301	1957	cat	1.5266	-28
3	1523 m^3	-0.1516	Bioinformatics	Natural Language Processing	-0.2434	-381	0.264	0.3457	210	chicken	-0.464	759
1	1711 m^3	0.5743	Computer Engineering	Bioinformatics, Computational Media, Bioengineering	0.739	-281	1.1456	1.2342	275	pig	0.5236	-279
0	-178 m^3	-0.1844	Games and Playable Media	Bioengineering, Electrical Engineering	0.9163	-163	-0.5557	0.4717	719	guinea pig, rabbit	-0.7824	505
1	-294 m^3	1.3489	Natural Language Processing	Games and Playable Media	0.4252	397	1.5771	2.01	1423	pig	-0.0124	1619
1	-290 m^3	0.5457	Data Science	Games and Playable Media	0.1373	931	1.081	1.317	582	pig	0.8003	178
1	1380 m^3	0.6442	Biotechnology	Games and Playable Media, Computer Science, Technology and Information Management	1.0072	-921	1.7634	1.2045	59	pig	0.1353	1364
0	984 m^3	1.0054	Statistics	Computational Media	-0.7897	646	-0.3354	-0.2601	1772	hamster	-1.1062	-2321
0	833 m^3	-0.2807	Computational Media	Bioinformatics, Bioengineering	-1.0513	83	0.0269	1.701	355	hamster, rabbit	2.0447	-118
0	1990 m^3	0.1219	Games and Playable Media	Bioengineering, Electrical Engineering	0.0774	263	0.7834	0.547	874	rabbit	1.3476	250
2	2926 m^3	-0.7602	Electrical Engineering	Applied Mathematics	0.8706	817	-0.9082	0.6799	n/a	rat	0.2717	474
4	581 m^3	-0.4555	Bioengineering	Statistics, Games and Playable Media, Computer Science	-0.0667	2451	-1.5896	0.4269	644	ferret, bird, fish	-1.4059	148
1	262 m^3	-0.6572	Technology and Information Management	Computer Engineering, Robotics Engineering	n/a	-50		1.9968	-932	pig	-0.2361	729
0	768 m^3	0.6769	Computational Media	Bioengineering, Computational Media, Electrical Engineering	-0.232	1289	-0.5396	0.4702	587	hamster, guinea pig	-1.0201	108
4	1181 m^3	-0.2427	Bioinformatics	Robotics Engineering, Computer Game Design, Computer Engineering	0.4244	2250	1.0982	-0.4647	163	bird, fish	-0.1718	1369
2	898 m^3	-0.1894	Computer Science	Applied Mathematics	-0.6942	419	-0.3658	0.1513	-685	dog	0.8449	816
2	917 m^3	1.5931	Computer Science	Applied Mathematics	NULL	-372	1.4842	0.9406	-1273	dog	-1.4443	545
2	-125 m^3	0.7743	Computer Science	Applied Mathematics	-0.2792	2094	0.6755	-0.3247	317	rat	1.4523	-97
2	38 m^3	0.9838	Computer Science	Applied Mathematics	-0.2373	921	0.2806	1.5553	-394	dog	0.2978	570
0	1100 m^3	-0.645	Games and Playable Media	Electrical Engineering, Bioinformatics	0.6217	168	-0.0557	0.6786	467	hamster, guinea pig	-1.4248	-211
0	541 m^3	0.745	Computational Media	Natural Language Processing	0.0826	479	0.7497	0.4469	-450	hamster	0.366	653
0	443 m^3	-0.2535	sTATISTICS	Computational Media	-0.0529	2361	-0.5988	0.1901	-969	rabbit, guinea pig	-0.3918	683
0	626 m^3	-0.2265	Games and Playable Media	Bioengineering, Bioinformatics, Electrical Engineering	1.2923	766	0.6144	1.8699	1530	hamster, guinea pig	1.4688	-391
2	-470 m^3	0.4927	Computer Science	Natural Language Processing	-0.0851	-629	2.322	0.6912	-917	dog	-0.0446	-298
0	183 m^3	0.3598	Statistics	Computational Media	-0.8593	-590	-0.2222	0.4607	247	guinea pig, rabbit	0.8627	1361
4	1148 m^3	-0.3336	Computer Game Design	Applied Mathematics	0.8107	1835	-0.4849	-0.0996	372	bird	-0.7829	1024
4	NULL	-0.2219	Computer Game Design	Robotics Engineering	0.018	933	-0.2164	-0.8364	732	reptile, ferret, fish	0.0722	2269
4	-333 m^3	-0.1402	Bioinformatics	Biotechnology	0.2081	232	0.0517	1.7283	1445	ferret, reptile	-0.2411	1399
3	942 m^3	-0.5134	Applied Mathematics	hUMAN cOMPUTER iNTERACTION	1.0097	630	-0.3639	0.4251	-238	?	-0.7077	1471
1	-79 m^3	0.2111	Computer Engineering	Computer Science, Technology and Information Management, Statistics	0.302	-1266	1.0002	1.2818	443	pig	-0.0729	727
2	2369 m^3	0.7121	Bioinformatics	Natural Language Processing	-0.2327	-195	-0.4723	0.3483	45	rat	-1.283	575
1	1461 m^3	-0.1224	Computer Engineering	Games and Playable Media, Statistics	0.7352	504	0.2709	1.2113	1350	pig	-0.3902	269
0	-307 m^3	-0.9462	Computational Media	Computational Media, Electrical Engineering	-0.9984	973	-1.2256	0.7876	1215	guinea pig, rabbit	1.1038	-340
0	1604 m^3	1.0851	Applied Mathematics	Bioinformatics, Bioengineering	-0.474	655	-0.4398	0.3233	558	guinea pig	2.0271	1020
4	1803 m^3	-0.1491	Bioinformatics	Computer Engineering	1.8269	-372	0.5568	1.0139	144	ferret	-0.8603	560
4	560 m^3	0.2383	Bioinformatics	Robotics Engineering	0.9662	1703	-1.1656	0.6683	812	reptile	0.8635	1516
1	456 m^3	1.7165	Robotics Engineering	Statistics	0.4934	645	-0.6115	1.4034	-185	pig	-0.1587	2283
1	100 m^3	0.9231	Data Science	Computer Science	1.2236	572	0.8684	2.8241	1943	pig	1.7867	533
1	1182 m^3	-0.6923	Biotechnology	Games and Playable Media, Technology and Information Management, Computer Science	1.7672	-419	1.0451	0.6678	1396	pig	-0.8	282
1	1646 m^3	0.827	Biotechnology	computer science	0.3639	1103	-0.113	1.2787	-49	pig	-0.5875	-663
3	235 m^3	-0.2172	Robotics Engineering	Human Computer Interaction	-0.2515	3140	1.3678	-0.4529	978	chicken	0.3307	-57
4	1698 m^3	0.8623	Bioinformatics	Robotics Engineering	-0.1127	1815	-0.4229	0.8826	2523	reptile, ferret, bird	0.2827	1592
3	2704 m^3	-0.095	Applied Mathematics	Data Science	-0.0117	1802	0.9478	-0.5079	1866	cat	1.0904	1182
0	-108 m^3	1.1346	Computational Media	Bioengineering, Bioinformatics	0.1029	1193	-0.0824	0.9255	244	rabbit, hamster	0.4131	1138
3	1307 m^3	0.5541	Applied Mathematics	Data Science	0.8466	146	0.2386	0.1465	578	chicken	1.6026	-1036
2	461 m^3	-0.1666	Computer Science	Natural Language Processing	-0.1366	271	-0.6701	2.2189	-1670	rat	0.6394	3855
3	1130 m^3	0.8726	Human Computer Interaction	Human Computer Interaction	-0.9852	1206	0.1939	-0.1262	-206	cat	0.1937	1549
4	1624 m^3	-0.4612	Bioinformatics	Computer Game Design, Computer Engineering	-1.1055	1749	-0.0932	-0.0618	2880	fish, ferret, reptile	-1.5907	626
4	5 m^3	0.5367	Bioinformatics	Computer Game Design, Computer Engineering, Robotics Engineering	0.4135	1403	0.1857	-1.2495	3	reptile, ferret	1.186	1100
4	-346 m^3	-0.3925	Bioinformatics	Biotechnology, Computer Engineering, Robotics Engineering	0.3528	404	-0.0907	-0.174	-620	ferret	0.7046	685
1	1247 m^3	0.4262	Statistics	Statistics, Technology and Information Management, Games and Playable Media	0.223	-312	-0.2679	0.9694	2200	Pig	-1.667	-75
2	476 m^3	1.0228	Computer Science	Natural Language Processing	1.2279	-1048	0.1092	2.0962	542	rat	0.123	543
2	1542 m^3	1.9281	Computer Science	Applied Mathematics	0.9307	599	0.216	0.4342	-383	n/a	1.5012	2192
2	846 m^3	0.5323	Computer Science	Applied Mathematics	0.5819	-1609	0.3819	1.8931	1894	dog	2.4947	1331
3	1207 m^3	0.817	Robotics Engineering	Data Science	0.0779	2205	0.3536	2.4881	779	cat	1.4817	683
3	1594 m^3	-0.343	Applied Mathematics	Data Science	-0.1298	492	0.3765	0.3338	963	chicken	-0.22	82
4	-617 m^3	0.1738	Bioinformatics	Robotics Engineering, Computer Engineering, Biotechnology	-0.2508	295	-0.2956	2.9407	1039	ferret, reptile	0.4914	808
0	860 m^3	0.3905	Games and Playable Media	Bioinformatics, Electrical Engineering, Computational Media	-0.4596	-430	0.5376	3.3744	1124	rat	1.6915	637
0	268 m^3	-0.1206	Computational Media	Bioinformatics	1.0328	1034	1.5748	0.4653	-193	rabbit	0.7439	520
3	2131 m^3	-0.2645	Human Computer Interaction	Human Computer Interaction	1.2624	367	0.9701	-0.1841	1444	cat	1.166	646
4	-183 m^3	0.7982	Bioengineering	Robotics Engineering, Computer Game Design, Biotechnology	-0.6693	1435	-0.1191	0.5774	493	bird, reptile	-0.2093	1623
1	875 m^3	1.898	Electrical Engineering	Games and Playable Media, Computer Science	1.6824	1662	-0.1671	1.1057	-6	pig	1.6211	712
4	433 m^3	0.7495	Bioinformatics	Computer Game Design	0.0012	296	0.2434	1.2904	1135	ferret, bird	-0.2026	-240
0	699 m^3	0.7592	Computational Media	Computational Media, Electrical Engineering	-1.1771	728	0.9119	-0.0594	425	rabbit, guinea pig	1.1501	448
4	624 m^3	0.2512	Bioinformatics	Biotechnology, Computer Game Design, Robotics Engineering	-0.0369	744	0.4496	0.776	587	reptile, fish	1.8022	2283
3	1711 m^3	0.0232	rOBOTICS eNGINEERING	Data Science	0.322	896	0.0669	-0.0202	-598	chicken	0.2252	954
0	995 m^3	0.907	Games and Playable Media	Electrical Engineering, Bioengineering	0.1332	3479	-0.0906	1.3155	449	rabbit, hamster	-0.4366	358
3	2597 m^3	-0.0586	rOBOTICS eNGINEERING	Human Computer Interaction	-0.4882	2641	0.7534	-0.0147	318	chicken	1.8538	184
1	-279 m^3	0.8522	Electrical Engineering	Computer Science, Games and Playable Media	0.0413	685	-0.4625	-0.1853	-74	pig	-0.9291	2044
1	267 m^3	0.7416	Technology and Information Management	Computer Science, Statistics	0.0156	1031	0.795	0.9107	1702	Pig	0.6616	1161
3		0.7714	Applied Mathematics	Data Science	0.1083	1334	0.7172	1.4681	554	chicken	-0.9424	521
3	1535 m^3	0.8186	Robotics Engineering	Data Science	0.22	3348	1.0889	-0.1065	1715	chicken	0.7547	920
1	151 m^3	-0.2861	Computer Science	Technology and Information Management, Games and Playable Media	0.5792	-742	-0.1483	1.0239	690	pig	0.9953	489
2	300 m^3	1.2622	Computer Science	Natural Language Processing	1.0766	1207	0.1979	0.1106	-547	dog	0.0667	280
2	2000 m^3	0.4856	Computer Science	Natural Language Processing	0.1716	-70	0.1883	2.4049	-404	rat	0.0412	2006
3	1645 m^3	0.2075	Robotics Engineering	Human Computer Interaction	0.3454	2516	0.7562	-0.1684	940	chicken	-0.1367	869
3	1105 m^3	0.3294	Applied Mathematics	Human Computer Interaction	0.0989	-279	0.4174	0.7713	1087	chicken	0.8934	315
2	1768 m^3	0.5564	Computer Science	Applied Mathematics	1.3687	-121	-0.0153	0.7641	463	dog	-0.8058	849
1	1865 m^3	0.6156	Computer Engineering	Games and Playable Media	0.3904	-205	-0.0783	0.5345	-20	pig	0.4688	2662
1	1076 m^3	0.6403	Natural Language Processing	Statistics	0.8985	66	0.5705	-0.2815	2094	pig	0.2419	1922
2	2224 m^3	0.0165	Computer Science	Natural Language Processing	0.9555	-718	0.5198	0.4609	-585	rat	-1.6036	2175
1	-387 m^3	-0.4805	Natural Language Processing	Technology and Information Management, Statistics, Computer Science	0.9043	73	1.6396	0.7353	-252	pig	0.1717	1780
1	244 m^3	0.9541	Data Science	Statistics, Technology and Information Management, Games and Playable Media	0.3275	177	1.1097	1.942	2283	pig	1.4537	1480
